Pclass,SibSp,Parch,Fare,Age,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Embark_Cherbourg,Embark_Queenstown,Embark_Southampton,Title_Arm,Title_Dr,Title_Master,Title_Miss,Title_Mr,Title_Ms,Title_Nobil,Title_Rev,Sex
1.0,0.125,0.0,0.014151057562208049,0.375,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1
0.3333333333333333,0.125,0.0,0.13913573538264068,0.5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,-1
1.0,0.0,0.0,0.015468569817999833,0.375,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,-1
0.3333333333333333,0.125,0.0,0.10364429745562033,0.5,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1
1.0,0.0,0.0,0.015712553569072387,0.5,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1
1.0,0.0,0.0,0.01650950209357577,0.375,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1
0.3333333333333333,0.0,0.0,0.10122885832000206,0.75,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1.0,0.375,0.16666666666666666,0.04113566043083236,0.125,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1.0,0.0,0.3333333333333333,0.021730754366528396,0.375,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-1
0.6666666666666666,0.125,0.0,0.058694292654020104,0.25,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,-1
1.0,0.125,0.16666666666666666,0.03259622914329302,0.125,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-1
0.3333333333333333,0.0,0.0,0.051822148727810165,0.75,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-1
1.0,0.0,0.0,0.015712553569072387,0.25,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1
1.0,0.125,0.8333333333333334,0.06104473451835265,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1.0,0.0,0.0,0.015330377421392339,0.25,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,-1
0.6666666666666666,0.0,0.0,0.03122992013728673,0.75,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,-1
1.0,0.5,0.16666666666666666,0.056848213999904744,0.125,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0.6666666666666666,0.0,0.0,0.025374310111545468,0.375,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1.0,0.125,0.0,0.03513366015444757,0.5,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,-1
1.0,0.0,0.0,0.014102260811993537,0.375,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,-1
0.6666666666666666,0.0,0.0,0.050748620223090936,0.5,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
0.6666666666666666,0.0,0.0,0.025374310111545468,0.5,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1.0,0.0,0.0,0.015671954672893913,0.25,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,-1
0.3333333333333333,0.0,0.0,0.06929138530460492,0.375,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1.0,0.375,0.16666666666666666,0.04113566043083236,0.125,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-1
1.0,0.125,0.8333333333333334,0.061264319894317944,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-1
1.0,0.0,0.0,0.014102260811993537,0.375,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1
0.3333333333333333,0.375,0.3333333333333333,0.5133418122566505,0.25,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1.0,0.0,0.0,0.01537917417160685,0.375,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,-1
1.0,0.0,0.0,0.015411575213749284,0.375,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1
0.3333333333333333,0.0,0.0,0.05410739813385612,0.5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.3333333333333333,0.125,0.0,0.2859895551532101,0.375,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,-1
1.0,0.0,0.0,0.015126992566498259,0.375,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,-1
0.6666666666666666,0.0,0.0,0.020494635090094415,0.875,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
0.3333333333333333,0.125,0.0,0.16038672010106,0.375,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0.3333333333333333,0.125,0.0,0.10149724044618187,0.625,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1.0,0.0,0.0,0.014110458666029575,0.375,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1
1.0,0.0,0.0,0.015712553569072387,0.375,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1
1.0,0.25,0.0,0.03513366015444757,0.25,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-1
1.0,0.125,0.0,0.021942337075458514,0.25,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,-1
1.0,0.125,0.0,0.018493968331299484,0.5,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,-1
0.6666666666666666,0.125,0.0,0.04098927018018883,0.375,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,-1
1.0,0.0,0.0,0.015411575213749284,0.375,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1
0.6666666666666666,0.125,0.3333333333333333,0.08115719346076702,0.125,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-1
1.0,0.0,0.0,0.01537917417160685,0.25,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,-1
1.0,0.0,0.0,0.015712553569072387,0.375,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1
1.0,0.125,0.0,0.030253985132996517,0.375,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1
1.0,0.0,0.0,0.015126992566498259,0.375,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,-1
1.0,0.25,0.0,0.04231498029001666,0.375,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
1.0,0.125,0.0,0.034743286152731485,0.25,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,-1
1.0,0.5,0.16666666666666666,0.07746484096553544,0.125,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1.0,0.0,0.0,0.01522458606692728,0.375,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1
0.3333333333333333,0.125,0.0,0.1497654242623688,0.625,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,-1
0.6666666666666666,0.125,0.0,0.050748620223090936,0.375,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,-1
